,closeprice,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77
20110420,32.95,32.71,32.61,31.85,30.63,30.08,28.68,0.15,0.61,0.76,0.77,1.45,56.42,54.56,53.44,53.01,27.53,65.53,74.11,78.28,32,55.75,74.56,77.91,16.05,16.45,13.09,11.85,0.71,0.83,0.92,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-26.94,-13.27,55.66,82.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.27,12.49,12.98,12.27,1913558,79015.6,3.45,0.92,0.76,-0.6,6.29,3,-1
20110421,32.7,32.67,32.65,31.87,30.67,30.08,28.7,0.15,0.61,0.76,0.77,1.45,53.28,53.14,52.97,52.77,30.74,60.03,74.65,78.41,37.15,49.03,75.74,78.68,16.74,16.45,13.11,11.86,0.73,0.78,0.92,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,30.96,40.97,76.27,94.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.94,16.52,14.46,13.03,1907448,78969.24,-0.76,1.55,0.31,-1.06,2.51,4,1
20110422,30.45,32.38,32.52,31.86,30.7,30.07,28.72,-0.05,0.47,0.42,0.73,1.44,34.22,42.66,49,50.73,26.68,48.19,69.44,73.49,18.58,24.51,59.02,63.65,16.77,15.9,12.99,11.83,0.89,0.85,0.96,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-190.48,-226.59,-42.06,26.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.98,5.39,5.7,8.5,1893876,78035.38,-6.88,-4.4,-6.74,-8.97,-7.59,5,1
20110425,29.85,32.04,32.38,31.84,30.71,30.05,28.74,-0.25,0.3,0.06,0.69,1.42,30.94,40.42,48.03,50.21,25.14,39.93,61.65,66.34,22.04,23.42,46.05,52.03,18.75,16.06,12.79,11.77,1.01,0.9,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-235.43,-362.19,-176.73,-58.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.65,19.16,0.93,4.84,1880262,77767.13,-1.97,-9.41,-7.3,-10.09,-8.44,1,-1
20110426,30.3,31.82,32.26,31.82,30.72,30.03,28.76,-0.35,0.19,-0.16,0.66,1.4,36.05,42.79,48.8,50.59,26.21,35.58,55.44,60.66,28.37,26.89,43.03,49.3,19.47,15.94,12.59,11.72,0.99,0.89,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-118.71,-209.48,-118.75,-26.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.9,13.52,1.12,5.88,1887971,77883.34,1.51,-7.34,-4.87,-6.63,-7.76,2,-1
20110427,30.2,31.57,32.13,31.81,30.74,30.02,28.78,-0.43,0.08,-0.35,0.62,1.38,35.4,42.39,48.64,50.51,27.65,32.97,50.54,56.19,30.51,27.73,40.74,47.25,19.84,15.75,12.41,11.67,1.01,0.88,0.99,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-85.16,-158.7,-109.66,-22.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.21,12.12,1.62,6.14,1883974,77870.15,-0.33,-0.82,-8.35,-7.65,-7.79,3,1
20110428,29.8,31.29,32.03,31.8,30.75,30.01,28.8,-0.51,-0.04,-0.56,0.58,1.36,32.79,40.81,47.98,50.16,27.6,30.17,45.87,51.96,27.5,24.58,36.53,43.49,20.53,15.67,12.21,11.62,1.06,0.87,0.99,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-81.44,-146.27,-127.16,-36.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.69,14.34,0.58,5.56,1879432,77809.99,-1.32,-0.17,-8.87,-8.59,-6.44,4,1
20110429,29.5,30.98,31.89,31.78,30.75,29.98,28.81,-0.59,-0.17,-0.76,0.54,1.34,30.89,39.64,47.49,49.9,26.04,26.89,41.28,47.82,22.93,20.33,32.11,39.55,21.44,15.7,12.01,11.57,1.05,0.85,0.99,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-80.99,-138.55,-146.61,-52.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.64,16.2,0.3,5.07,1875562,77771.03,-1.01,-2.64,-3.12,-9.65,-8.67,5,-1
20110503,29.2,30.68,31.73,31.76,30.76,29.96,28.83,-0.67,-0.29,-0.96,0.49,1.31,29.02,38.48,47,49.64,23.23,23.1,36.72,43.73,17.59,15.52,27.59,35.53,22.84,15.91,11.85,11.51,1.08,0.87,0.99,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-84.12,-132.42,-163.88,-68.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.43,19.85,2.03,4.11,1872788,77742.82,-1.02,-3.31,-2.18,-9.32,-9.6,2,-1
20110504,29.6,30.45,31.59,31.75,30.78,29.94,28.84,-0.68,-0.38,-1.06,0.46,1.29,34.86,40.91,47.73,49.99,21.82,20.96,33.95,41.24,19,16.69,28.41,36.26,24.1,16.11,11.68,11.45,1.06,0.88,0.99,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-67.34,-108.36,-151.4,-64.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,35.43,19.85,2.03,4.11,1875138,77775.02,1.37,-0.67,-2.31,-7.06,-8.64,3,-1
20110505,29.5,30.11,31.41,31.72,30.8,29.92,28.86,-0.68,-0.46,-1.14,0.42,1.27,34.08,40.49,47.57,49.9,20.77,19.43,31.98,39.47,18.68,16.38,28.05,35.94,24.96,16.24,11.52,11.39,0.97,0.84,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-59.39,-92.68,-141.28,-63.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32.73,18.71,1.66,4.29,1872814,77767.16,-0.34,0,-2.32,-10.47,-11.01,4,-1
20110506,29.15,29.76,31.22,31.7,30.81,29.9,28.87,-0.7,-0.55,-1.25,0.38,1.24,31.35,39.01,46.98,49.59,18.95,17.32,29.72,37.44,15.32,13.1,25.18,33.38,26.09,16.46,11.37,11.32,0.91,0.82,0.98,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-83.68,-94.39,-152.31,-77.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.26,20.7,2.55,3.8,1869848,77731.97,-1.19,-0.17,-2.18,-10.86,-11.8,5,-1
20110509,29.6,29.67,31.02,31.66,30.83,29.89,28.89,-0.67,-0.6,-1.26,0.34,1.22,38.39,41.88,47.82,49.99,23.32,16.91,28.88,36.54,32.05,16.07,27.21,34.75,25.69,16.37,11.19,11.27,0.71,0.8,0.97,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-12.63,-69.24,-122.55,-61.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.05,14.77,0.7,4.7,1873460,77787.73,1.54,0,0.34,-2.79,-11.51,1,-1
20110510,29.6,29.65,30.84,31.62,30.85,29.89,28.91,-0.63,-0.64,-1.27,0.31,1.2,38.39,41.88,47.82,49.99,26.95,17.35,28.66,35.87,34.21,18.24,28.22,34.52,25.32,16.29,11.01,11.21,0.56,0.79,0.96,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-13.97,-62.31,-114.8,-62.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.05,14.77,0.7,4.7,1873460,77787.73,0,0.34,1.37,-0.84,-10.84,2,1
20110511,29.4,29.55,30.69,31.57,30.86,29.88,28.92,-0.61,-0.68,-1.29,0.28,1.18,36.35,40.93,47.47,49.81,27.71,17.33,28.17,34.9,29.22,17.28,27.19,32.97,25.38,16.31,10.85,11.15,0.54,0.77,0.95,0.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-42.05,-64.15,-116.46,-71.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.87,16.58,1.44,4.3,1871907,77777.24,-0.68,0.86,-0.68,-2.97,-9.4,3,-1
20110512,29.4,29.48,30.52,31.54,30.88,29.89,28.94,-0.58,-0.72,-1.3,0.25,1.16,36.35,40.93,47.47,49.81,27.79,17.15,27.67,34,27.95,16.81,26.67,32.2,25.62,16.37,10.7,11.1,0.51,0.76,0.93,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-79.56,-67.09,-117.79,-80.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.83,17.51,1.8,4.1,1871907,77777.24,0,-0.68,-0.34,-2.65,-10.09,4,-1
20110513,29.6,29.46,30.38,31.5,30.89,29.9,28.96,-0.54,-0.74,-1.28,0.22,1.14,40.27,42.38,47.86,49.99,32.71,17.64,27.76,33.75,42.54,18.61,27.95,33.24,24.97,16.26,10.54,11.04,0.46,0.76,0.93,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,39.5,-51.9,-101.32,-71.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.07,14.17,0.85,4.56,1873183,77785.92,0.68,0,1.54,-0.67,-9.2,5,-1
20110516,29.25,29.43,30.21,31.44,30.91,29.89,28.97,-0.52,-0.78,-1.3,0.19,1.12,35.96,40.55,47.24,49.68,33.28,17.07,27.14,32.92,34.43,15.94,25.9,31.26,24.73,16.23,10.39,10.98,0.46,0.75,0.91,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-34.92,-58.49,-103.79,-80.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.61,15.69,1.41,4.26,1871988,77771.79,-1.18,-0.51,-1.18,-0.85,-10.41,1,1
20110517,29.1,29.42,30.05,31.39,30.92,29.89,28.99,-0.52,-0.81,-1.33,0.16,1.09,34.21,39.77,46.98,49.54,29.68,15.74,26,31.68,22.48,13.07,23.72,29.2,25.1,16.33,10.25,10.92,0.4,0.74,0.9,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-162.39,-76.16,-112.16,-97.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.4,18.21,2.36,3.76,1870180,77762.52,-0.51,-1.02,-1.69,-0.34,-9.63,2,1
20110518,29.15,29.38,29.92,31.35,30.94,29.89,29.01,-0.5,-0.84,-1.34,0.13,1.07,35.38,40.17,47.08,49.59,26.87,14.54,25,30.28,21.24,12.15,23.01,27.47,25.55,16.45,10.12,10.86,0.39,0.72,0.89,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,-127.37,-77,-108.44,-100.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.57,18.73,2.55,3.65,1871684,77765.1,0.17,-1.52,-0.85,-1.52,-8.48,3,-1
20110519,28.95,29.32,29.72,31.29,30.95,29.89,29.02,-0.49,-0.88,-1.37,0.1,1.05,32.8,39.08,46.72,49.41,22.24,12.91,23.71,28.27,13,9.65,21.12,24.26,25.49,16.49,9.99,10.81,0.4,0.68,0.89,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-111.5,-85.49,-105.77,-105.28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.03,17.18,2.14,3.84,1870274,77755.43,-0.69,-1.03,-1.53,-1.86,-12.14,4,-1
20110520,28.45,29.25,29.5,31.21,30.95,29.9,29.04,-0.52,-0.94,-1.46,0.06,1.02,27.29,36.46,45.82,48.95,17,10.21,21.25,25.15,6.5,4.82,16.33,18.9,26.57,16.76,9.89,10.74,0.42,0.66,0.87,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-172.24,-167.73,-119.08,-128.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,36.21,22,3.88,2.93,1867914,77714.67,-1.73,-2.23,-3.89,-2.4,-13,5,-1
20110523,28.1,29.1,29.39,31.13,30.95,29.89,29.05,-0.57,-1.01,-1.57,0.02,0.99,24.13,34.75,45.21,48.63,12.88,7.93,17.91,21.29,4.64,3.37,11.24,13.58,28.35,17.22,9.81,10.67,0.38,0.55,0.85,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-194.12,-249.73,-133.3,-154.14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,44.41,26.02,5.39,2.12,1866329,77695.17,-1.23,-3.6,-3.93,-5.07,-7.72,1,-1
20110524,28.4,28.98,29.31,31.06,30.96,29.89,29.07,-0.57,-1.05,-1.61,-0.02,0.97,31.66,37.4,45.84,48.92,14.06,9.12,15.61,18.59,16.42,11.51,11.01,13.18,30.33,17.76,9.75,10.59,0.4,0.48,0.84,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0,0,1,1,-131.25,-190.81,-125.27,-151.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.11,27.98,6.15,1.72,1868362,77716.87,1.07,-1.9,-2.41,-4.05,-4.86,2,-1
20110525,28.8,28.92,29.24,31.01,30.97,29.9,29.08,-0.52,-1.05,-1.57,-0.05,0.95,40.42,40.79,46.68,49.3,20.44,13.66,15.06,17.41,33.21,22.72,13.96,15.05,29.79,17.86,9.66,10.53,0.42,0.48,0.83,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-47.54,-106.16,-102.96,-130.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.99,19.65,4.04,2.69,1870653,77749.14,1.41,1.23,-1.2,-2.04,-4.95,3,1
20110526,29.05,28.89,29.18,30.96,30.98,29.91,29.1,-0.45,-1.04,-1.49,-0.07,0.93,45.28,42.82,47.2,49.53,29.69,20.44,15.83,17.58,48.18,34,17.37,17.91,27.79,17.64,9.54,10.47,0.44,0.48,0.82,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,31.34,-24.55,-80.85,-107.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.75,13.44,2.39,3.45,1872131,77761.97,0.87,3.38,0.35,-1.19,-3.81,4,1
20110527,28.95,28.82,29.14,30.91,30.98,29.92,29.11,-0.41,-1.03,-1.44,-0.09,0.91,43.7,42.21,47.01,49.44,37.47,27.63,16.65,17.91,53.04,42,18.3,18.57,25.99,17.43,9.42,10.41,0.44,0.45,0.81,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,35.83,-26.49,-80.06,-111.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.75,13.44,2.39,3.45,1870975,77757.99,-0.34,1.94,1.76,-2.2,-2.85,5,1
20110530,28.8,28.77,29.1,30.86,30.99,29.93,29.13,-0.38,-1.03,-1.41,-0.12,0.89,41.29,41.28,46.73,49.3,44.74,32.96,16.97,17.85,59.28,43.62,17.61,17.75,24.84,17.32,9.31,10.35,0.43,0.44,0.81,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,26.03,-42.96,-81.94,-118.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.57,15.27,2.99,3.14,1869964,77752.75,-0.52,0,2.49,-1.54,-2.37,1,-1
20110531,29.2,28.78,29.1,30.81,31,29.94,29.14,-0.32,-1,-1.31,-0.13,0.87,49.54,44.69,47.58,49.68,54.71,39.96,18.1,18.71,74.64,53.95,20.34,20.41,22.98,17.05,9.19,10.29,0.45,0.43,0.8,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,73.03,2.03,-70.78,-107.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6.17,11.95,2.14,3.53,1872025,77781.38,1.39,0.52,2.82,0.34,0,2,-1
20110601,29.2,28.79,29.08,30.75,31,29.95,29.16,-0.26,-0.97,-1.23,-0.15,0.85,49.54,44.69,47.58,49.68,62.55,46.34,19.3,19.72,78.23,59.12,21.71,21.74,20.69,16.67,9.06,10.24,0.48,0.43,0.79,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,88.75,25.57,-64.72,-102.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.06,9.46,1.5,3.82,1872025,77781.38,0,0.86,1.39,0.17,-1.35,3,1
20110602,28.85,28.78,29.05,30.68,30.99,29.96,29.17,-0.25,-0.96,-1.21,-0.17,0.83,43.01,42.31,46.9,49.35,64.84,48.69,19.43,19.72,69.42,53.37,19.7,19.72,19.41,16.45,8.95,10.18,0.48,0.44,0.78,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,19.69,-42.11,-76.94,-120.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.92,12.2,2.33,3.4,1870008,77757.2,-1.2,0.17,-0.69,-0.35,-2.2,4,1
20110603,29,28.84,29.04,30.61,30.99,29.96,29.19,-0.22,-0.95,-1.17,-0.18,0.81,46.37,43.67,47.23,49.5,66.41,50.48,19.57,19.77,69.56,54.07,19.85,19.86,17.81,16.15,8.83,10.13,0.45,0.43,0.78,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,38.46,-14.49,-70.19,-113.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,10.44,1.89,3.6,1870885,77761.76,0.52,-0.68,0.17,1.93,-0.51,5,-1
20110607,29.2,28.95,29.02,30.56,30.99,29.96,29.2,-0.18,-0.91,-1.1,-0.19,0.8,50.69,45.47,47.67,49.69,69.5,53.91,20.2,20.33,75.69,60.78,21.46,21.47,16.15,15.77,8.71,10.07,0.43,0.4,0.77,0.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,65.19,21.44,-62.9,-106.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.19,8.65,1.46,3.79,1871910,77768.83,0.69,0,1.39,3.91,-1.35,2,1
20110608,29.15,29.02,29,30.51,30.98,29.97,29.22,-0.15,-0.89,-1.04,-0.21,0.78,49.58,45.09,47.57,49.64,71.13,57.18,20.76,20.85,74.38,63.72,21.89,21.89,15.12,15.32,8.58,10.02,0.41,0.4,0.76,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,1,59.9,29.44,-61.22,-105.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.84,6.82,1.01,3.99,1870777,77766.89,-0.17,1.04,-0.17,2.64,-1.52,3,1
20110609,28.9,29.03,28.98,30.47,30.98,29.97,29.23,-0.15,-0.88,-1.03,-0.22,0.76,44.21,43.19,47.06,49.4,62.2,57.95,20.57,20.63,44.33,59.49,20.17,20.17,13.92,14.94,8.46,9.97,0.36,0.39,0.76,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-51.85,-1.78,-65.77,-112.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.15,7.64,1.23,3.88,1869695,77757.61,-0.86,-0.34,-1.03,0.35,-1.7,4,1
20110610,28.65,28.99,28.94,30.44,30.96,29.97,29.25,-0.17,-0.88,-1.05,-0.24,0.74,39.46,41.36,46.56,49.16,49.78,55.57,19.51,19.55,24.94,50.8,17.39,17.4,13.71,14.82,8.36,9.92,0.36,0.4,0.74,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-145.45,-47.59,-72.06,-120.92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.82,12.48,2.55,3.24,1868379,77746.23,-0.87,-1.88,-0.69,-1.38,-2.55,5,-1
20110613,28.2,28.91,28.87,30.43,30.93,29.96,29.26,-0.22,-0.91,-1.12,-0.27,0.72,32.49,38.29,45.67,48.73,37.34,48.58,17.19,17.21,12.47,34.61,12.54,12.54,15.08,15,8.29,9.85,0.38,0.41,0.71,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,-233.46,-145.94,-90.27,-142.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.43,18.48,4.27,2.38,1866548,77717.47,-1.57,-3.26,-2.76,-2.59,-4.73,1,-1
20110614,28.5,28.88,28.83,30.42,30.89,29.96,29.27,-0.22,-0.91,-1.13,-0.29,0.7,40.3,41.35,46.37,49.03,30.82,44.72,15.6,15.62,17.77,37,12.43,12.43,16.01,15.12,8.22,9.79,0.39,0.41,0.7,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,1,-127.81,-96.97,-83.76,-132.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.37,17.42,4.04,2.48,1867414,77726.68,1.06,-1.38,-2.4,-1.04,-2.56,2,-1
20110615,28.65,28.83,28.81,30.42,30.87,29.96,29.28,-0.21,-0.9,-1.11,-0.3,0.68,43.91,42.84,46.71,49.18,29.28,44.06,14.57,14.92,26.2,42.74,12.51,13.52,16.52,15.18,8.15,9.73,0.36,0.41,0.68,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,1,-76.86,-64.15,-80.03,-125.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.14,16.33,3.8,2.58,1868359,77731.66,0.53,0,-1.72,-1.88,-1.55,3,1
20110616,28.15,28.73,28.76,30.39,30.84,29.96,29.29,-0.24,-0.92,-1.16,-0.32,0.66,35.88,39.33,45.71,48.7,24.58,39.53,12.59,13.35,15.18,30.46,8.62,10.22,17.98,15.43,8.09,9.67,0.37,0.42,0.66,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,-121.74,-123.12,-92.1,-138.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,31.08,20.24,4.9,2.04,1866945,77706.98,-1.75,-0.18,-2.6,-3.6,-3.43,4,1
